Fecha,Dividendo,ticker
2014-08-06,0.453539,FIBRAMQ12.MX
2014-11-04,0.338046,FIBRAMQ12.MX
2015-03-10,0.338046,FIBRAMQ12.MX
2015-05-12,0.346122,FIBRAMQ12.MX
2015-08-06,0.362832,FIBRAMQ12.MX
2015-11-06,0.405798,FIBRAMQ12.MX
2016-03-07,0.439217,FIBRAMQ12.MX
2016-05-05,0.420121,FIBRAMQ12.MX
2016-08-05,0.420121,FIBRAMQ12.MX
2016-11-07,0.420121,FIBRAMQ12.MX
2017-03-07,0.420121,FIBRAMQ12.MX
2017-05-05,0.358057,FIBRAMQ12.MX
2017-11-08,0.358057,FIBRAMQ12.MX
2018-03-07,0.358057,FIBRAMQ12.MX
2018-05-08,0.37238,FIBRAMQ12.MX
2018-11-07,0.391476,FIBRAMQ12.MX
2019-03-11,0.391476,FIBRAMQ12.MX
2019-06-12,0.405798,FIBRAMQ12.MX
2019-09-23,0.424895,FIBRAMQ12.MX
2020-01-22,0.868886,FIBRAMQ12.MX
2020-03-09,0.545303,FIBRAMQ12.MX
2020-06-10,0.453539,FIBRAMQ12.MX
2020-09-23,0.453539,FIBRAMQ12.MX
2021-01-26,0.453539,FIBRAMQ12.MX
2021-03-10,0.453539,FIBRAMQ12.MX
2021-06-11,0.453539,FIBRAMQ12.MX
2021-09-23,0.453539,FIBRAMQ12.MX
2022-01-26,0.453539,FIBRAMQ12.MX
2022-03-09,0.453539,FIBRAMQ12.MX
2022-06-14,0.47741,FIBRAMQ12.MX
2022-09-26,0.47741,FIBRAMQ12.MX
2023-01-26,0.47741,FIBRAMQ12.MX
2023-03-01,0.47741,FIBRAMQ12.MX
2023-03-08,0.839119,FIBRAMQ12.MX
2023-06-13,0.50128,FIBRAMQ12.MX
2023-09-26,0.50128,FIBRAMQ12.MX
2024-01-26,0.50128,FIBRAMQ12.MX
2024-03-06,0.50128,FIBRAMQ12.MX
2024-03-12,0.677944,FIBRAMQ12.MX
2024-06-14,0.525,FIBRAMQ12.MX
2024-09-26,0.525,FIBRAMQ12.MX
2025-01-29,0.525,FIBRAMQ12.MX
2025-03-12,0.525,FIBRAMQ12.MX
2025-06-26,0.6125,FIBRAMQ12.MX
2025-09-25,0.6125,FIBRAMQ12.MX
2026-01-29,0.6125,FIBRAMQ12.MX
2026-03-11,0.6125,FIBRAMQ12.MX
2018-06-27,0.684249,FCFE18.MX
2018-09-26,0.775382,FCFE18.MX
2019-01-02,0.72016,FCFE18.MX
2019-03-27,0.61468,FCFE18.MX
2019-06-26,0.665801,FCFE18.MX
2019-09-26,0.840697,FCFE18.MX
2019-12-27,0.807548,FCFE18.MX
2020-03-27,0.633846,FCFE18.MX
2020-06-26,0.698424,FCFE18.MX
2020-09-28,0.809567,FCFE18.MX
2020-12-29,0.762126,FCFE18.MX
2021-03-29,0.574999,FCFE18.MX
2021-06-28,0.772525,FCFE18.MX
2021-09-28,0.942689,FCFE18.MX
2021-12-29,0.847125,FCFE18.MX
2022-03-29,0.597067,FCFE18.MX
2022-06-28,0.857604,FCFE18.MX
2022-09-28,0.975004,FCFE18.MX
2022-12-28,0.845476,FCFE18.MX
2023-03-29,0.575,FCFE18.MX
2023-06-28,0.686384,FCFE18.MX
2023-09-27,0.99656,FCFE18.MX
2023-12-27,0.754503,FCFE18.MX
2024-03-25,0.574999,FCFE18.MX
2024-06-27,0.65019,FCFE18.MX
2024-09-27,0.845873,FCFE18.MX
2024-12-30,0.800596,FCFE18.MX
2025-03-28,0.415032,FCFE18.MX
2025-06-27,0.734966,FCFE18.MX
2025-09-29,0.869882,FCFE18.MX
2025-12-30,0.416324,FCFE18.MX
2026-03-12,0.012049,FCFE18.MX
2026-03-30,0.534545,FCFE18.MX
2014-02-27,0.37,DANHOS13.MX
2014-05-06,0.44,DANHOS13.MX
2014-08-04,0.44,DANHOS13.MX
2014-11-04,0.45,DANHOS13.MX
2015-03-05,0.45,DANHOS13.MX
2015-05-08,0.48,DANHOS13.MX
2015-08-07,0.49,DANHOS13.MX
2015-11-06,0.5,DANHOS13.MX
2016-03-04,0.51,DANHOS13.MX
2016-05-09,0.52,DANHOS13.MX
2016-08-08,0.53,DANHOS13.MX
2016-11-08,0.54,DANHOS13.MX
2017-03-07,0.54,DANHOS13.MX
2017-05-09,0.312807,DANHOS13.MX
2017-08-04,0.186761,DANHOS13.MX
2017-11-06,0.57,DANHOS13.MX
2018-03-09,0.397762,DANHOS13.MX
2018-08-07,0.599999,DANHOS13.MX
2018-11-06,0.61,DANHOS13.MX
2019-03-07,0.61,DANHOS13.MX
2019-05-08,0.609999,DANHOS13.MX
2019-08-07,0.61,DANHOS13.MX
2019-11-06,0.62,DANHOS13.MX
2020-03-05,0.629999,DANHOS13.MX
2020-11-13,0.4,DANHOS13.MX
2021-03-08,0.599999,DANHOS13.MX
2021-05-06,0.399999,DANHOS13.MX
2021-08-05,0.499999,DANHOS13.MX
2021-11-08,0.52,DANHOS13.MX
2022-03-07,0.579999,DANHOS13.MX
2022-05-06,0.579999,DANHOS13.MX
2022-08-09,0.6,DANHOS13.MX
2022-11-07,0.6,DANHOS13.MX
2023-03-06,0.62,DANHOS13.MX
2023-05-08,0.6,DANHOS13.MX
2023-08-08,0.6,DANHOS13.MX
2023-11-06,0.45,DANHOS13.MX
2024-03-04,0.45,DANHOS13.MX
2024-05-09,0.45,DANHOS13.MX
2024-08-09,0.45,DANHOS13.MX
2024-11-12,0.45,DANHOS13.MX
2025-03-12,0.45,DANHOS13.MX
2025-05-12,0.45,DANHOS13.MX
2025-08-12,0.45,DANHOS13.MX
2025-11-12,0.45,DANHOS13.MX
2026-03-12,0.45,DANHOS13.MX
2013-11-12,0.064909,FSHOP13.MX
2014-03-11,0.184822,FSHOP13.MX
2014-05-12,0.25152,FSHOP13.MX
2014-08-12,0.234911,FSHOP13.MX
2014-09-30,0.269786,FSHOP13.MX
2015-02-05,0.31475,FSHOP13.MX
2015-05-12,0.233295,FSHOP13.MX
2015-08-11,0.248242,FSHOP13.MX
2015-11-10,0.269308,FSHOP13.MX
2016-02-26,0.280129,FSHOP13.MX
2016-04-29,0.276474,FSHOP13.MX
2016-08-01,0.29014,FSHOP13.MX
2016-10-28,0.274996,FSHOP13.MX
2017-03-03,0.265978,FSHOP13.MX
2017-05-08,0.045269,FSHOP13.MX
2017-08-09,0.03516,FSHOP13.MX
2017-11-01,0.305302,FSHOP13.MX
2020-02-27,0.225,FSHOP13.MX
2020-05-25,0.112361,FSHOP13.MX
2020-08-14,0.132658,FSHOP13.MX
2020-10-29,0.153032,FSHOP13.MX
2021-03-09,0.163963,FSHOP13.MX
2021-05-07,0.163963,FSHOP13.MX
2021-08-13,0.163963,FSHOP13.MX
2022-04-19,0.109309,FSHOP13.MX
2023-08-11,0.066692,FSHOP13.MX
2023-11-07,0.114283,FSHOP13.MX
2024-02-26,0.125714,FSHOP13.MX
2024-08-06,0.117718,FSHOP13.MX
2024-11-06,0.141262,FSHOP13.MX
2025-03-04,0.14911,FSHOP13.MX
2025-05-09,0.156957,FSHOP13.MX
2025-08-12,0.164805,FSHOP13.MX
2025-11-07,0.172653,FSHOP13.MX
2026-03-04,0.180501,FSHOP13.MX
2014-08-15,0.090474,FIBRAPL14.MX
2014-11-13,0.191531,FIBRAPL14.MX
2015-02-25,0.188701,FIBRAPL14.MX
2015-04-30,0.244082,FIBRAPL14.MX
2015-08-03,0.332337,FIBRAPL14.MX
2015-11-03,0.338314,FIBRAPL14.MX
2016-02-09,0.375599,FIBRAPL14.MX
2016-05-06,0.366319,FIBRAPL14.MX
2016-08-02,0.395447,FIBRAPL14.MX
2016-10-31,0.394673,FIBRAPL14.MX
2017-02-08,0.441292,FIBRAPL14.MX
2017-05-02,0.418204,FIBRAPL14.MX
2017-08-01,0.40852,FIBRAPL14.MX
2017-11-08,0.443012,FIBRAPL14.MX
2018-03-14,0.427945,FIBRAPL14.MX
2018-04-27,0.432041,FIBRAPL14.MX
2018-07-25,0.452563,FIBRAPL14.MX
2018-10-24,0.455309,FIBRAPL14.MX
2019-03-11,0.029955,FIBRAPL14.MX
2019-03-20,0.431093,FIBRAPL14.MX
2019-04-26,0.452517,FIBRAPL14.MX
2019-07-26,0.455712,FIBRAPL14.MX
2019-10-28,0.461432,FIBRAPL14.MX
2020-01-29,0.450517,FIBRAPL14.MX
2020-03-10,0.530184,FIBRAPL14.MX
2020-07-21,0.351363,FIBRAPL14.MX
2020-10-28,0.333107,FIBRAPL14.MX
2021-02-09,0.343873,FIBRAPL14.MX
2021-04-30,0.414744,FIBRAPL14.MX
2021-07-28,0.419028,FIBRAPL14.MX
2021-10-27,0.426372,FIBRAPL14.MX
2022-01-31,0.426385,FIBRAPL14.MX
2022-04-27,0.464149,FIBRAPL14.MX
2022-07-27,0.479172,FIBRAPL14.MX
2022-10-26,0.467626,FIBRAPL14.MX
2023-01-25,0.43663,FIBRAPL14.MX
2023-03-08,0.662797,FIBRAPL14.MX
2023-07-26,0.371758,FIBRAPL14.MX
2023-10-30,0.397466,FIBRAPL14.MX
2024-01-30,0.477877,FIBRAPL14.MX
2024-03-04,0.110528,FIBRAPL14.MX
2024-04-29,0.589204,FIBRAPL14.MX
2024-08-19,0.682792,FIBRAPL14.MX
2024-10-31,0.705053,FIBRAPL14.MX
2025-02-06,0.721215,FIBRAPL14.MX
2025-05-12,0.73425,FIBRAPL14.MX
2025-08-11,0.695794,FIBRAPL14.MX
2025-12-10,0.6914,FIBRAPL14.MX
2026-02-13,0.646199,FIBRAPL14.MX
2026-02-24,0.7566,FIBRAPL14.MX
2018-09-03,0.379418,FNOVA17.MX
2018-11-20,0.389001,FNOVA17.MX
2019-03-14,0.391785,FNOVA17.MX
2019-05-21,0.395676,FNOVA17.MX
2019-08-26,0.414223,FNOVA17.MX
2019-11-27,0.416853,FNOVA17.MX
2020-03-06,0.43075,FNOVA17.MX
2020-05-18,0.438537,FNOVA17.MX
2020-08-11,0.466783,FNOVA17.MX
2020-11-13,0.465276,FNOVA17.MX
2021-03-12,0.919203,FNOVA17.MX
2021-05-07,0.462255,FNOVA17.MX
2021-08-06,0.462611,FNOVA17.MX
2021-11-12,0.463031,FNOVA17.MX
2022-03-08,0.53541,FNOVA17.MX
2022-05-03,0.567717,FNOVA17.MX
2022-07-26,0.577344,FNOVA17.MX
2022-11-11,0.55953,FNOVA17.MX
2023-02-17,0.580578,FNOVA17.MX
2023-05-09,0.579709,FNOVA17.MX
2023-08-01,0.506811,FNOVA17.MX
2023-11-23,0.56161,FNOVA17.MX
2024-02-26,0.530664,FNOVA17.MX
2024-04-19,0.575027,FNOVA17.MX
2024-07-24,0.557374,FNOVA17.MX
2024-11-12,0.511633,FNOVA17.MX
2025-02-25,0.517047,FNOVA17.MX
2025-04-28,0.554076,FNOVA17.MX
2025-11-05,0.607154,FNOVA17.MX
2026-02-24,0.61336,FNOVA17.MX
2026-04-28,0.621634,FNOVA17.MX
